SHALLOW,MUDFLAT,BKWATER,CONN_BW,CONN_TR,N_STRUC,SHAL_LZ,DIST_RZ,X_NUTRI,ALGAE,SEDIMEN,SHOREER,NOCOVES,SHOREHO,SUBSTHO,X_MACRO,N_MACRO,NN_PLNT,NN_ANIM,N_SHADE,N_ALLOC,WS_AGRI,WS_ANIM,WS_LOGS,N_NUTRI,IN_TURB,OR_TURB,VAR_TUR,VAR_DO2,O_STRAT,HI_TEMP,LO_TEMP,T_STRAT,DESTRAT,THERMAL,CONTAMN,POLLNPS,LOWRETE,LOWSTOR,WL_SEAS,WL_LONG,WLSHORT,WL_FAST,DIST_UP,DIST_AD,Latitude,Longitude,Elevation,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,CLUSID,WSA9
2,1,2,1,2,4,3,3,2,1,2,2,3,3,3,4,1,5,1,3,1,2,1,5,2,2,1,1,1,3,3,2,3,3,1,5,2,1,2,1,1,2,2,4,2,41.33833,-72.76667,57.94837443,10.28366661,10.3760004,29.76477242,894.3743896,28.20000076,-6.659999847,34.86000061,8.824666977,16.98066711,21.25533295,-0.831999958,1214,110,90,6.131527424,322,292,295,294,CPL3,NAP
2,2,1,1,2,0,4,1,5,1,1,1,4,1,4,4,0,0,0,1,1,5,1,0,0,2,4,1,1,1,1,1,1,1,1,4,4,4,1,1,0,3,1,1,3,41.165,-73.545,89.23110165,10.40233326,10.79199982,30.44803047,898.425293,28.44799995,-6.995999813,35.44400024,9.192000389,-0.867333293,21.37400055,-0.867333293,1273,119,84,8.460686684,344,288,310,288,XER3,NAP
4,3,1,1,1,1,4,1,2,1,1,1,1,1,1,1,2,2,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,3,3,3,4,3,2,2,41.765,-72.18167,77.06970282,9.170833588,11.83033276,31.95314789,921.333374,27.7519989,-9.272000313,37.02399826,5.470666409,-1.691333294,20.26799965,-2.392666817,1235,113,87,6.188485622,327,297,299,298,NAP1,NAP
4,0,0,0,0,0,4,2,2,1,1,1,1,1,1,3,3,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,1,1,41.51333,-72.42667,108.7759453,9.585833549,10.71833324,30.38420868,896.1931152,27.49600029,-7.78000021,35.27600098,5.76066637,20.5,20.5,-1.607333422,1264,119,92,6.797390461,335,300,300,308,NAP1,NAP
4,2,1,1,1,2,5,3,4,1,3,2,1,1,1,3,1,3,0,2,1,2,1,0,1,3,3,1,1,1,1,1,1,1,1,1,3,2,4,4,4,1,1,3,3,41.58167,-71.93,46.75031364,9.492833138,10.99833298,31.26658249,889.0714722,27.1760006,-8,35.1760025,1.251333356,17.61800003,20.26200104,-1.570666671,1245,120,90,8.353531837,338,285,290,309,NAP2,NAP
4,0,0,0,0,0,4,2,2,1,1,1,1,1,1,3,3,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,1,1,41.82833,-72.94334,168.689616,9.076000214,11.58199978,31.14780617,931.1401367,27.8920002,-9.291999817,37.18399811,13.54600048,-1.720000029,20.3706665,-2.646666765,1189,108,85,6.579049587,309,273,297,280,NAP1,NAP
2,3,0,0,0,2,3,2,4,3,3,1,2,2,2,3,0,4,3,0,0,4,4,2,0,3,3,3,0,1,0,0,1,0,0,1,4,1,2,1,0,0,0,3,3,41.52333,-72.85833,39.58404027,10.34016609,11.19699955,30.67671204,925.27771,29.02000046,-7.480000019,36.5,9.197999954,-0.266666651,21.66666603,-1.267333388,1207,110,86,6.826134205,321,282,296,284,TPL3,NAP
1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,0,1,1,0,0,0,1,1,1,1,1,2,1,1,4,0,0,1,1,1,3,3,5,2,2,3,3,41.25333,-73.34666,88.7933631,9.981666565,10.64400005,30.19745827,899.1503296,27.88400078,-7.363999844,35.2480011,8.765999794,-1.29400003,20.94000053,-1.29400003,1254,117,85,8.027673721,340,288,304,288,NAP1,NAP
2,4,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41.91167,-72.95333,162.00001,8.477833748,11.41366673,30.76460075,935.9316406,27.18400002,-9.916000366,37.09999847,12.90266705,-2.428666592,19.79533386,-3.309999943,1221,112,88,6.602437973,317,281,307,287,WMT2,NAP
0,2,4,1,1,3,1,1,4,3,1,2,1,1,1,1,3,3,4,1,1,1,1,0,1,1,3,2,1,1,1,1,1,1,1,4,3,1,1,4,1,3,3,3,3,41.4479,-73.2964,61.16760224,9.774167061,11.15833282,30.71890068,917.2578735,28.18400002,-8.140000343,36.32400131,8.727333069,-1.771333456,20.93000031,-1.771333456,1231,116,84,7.912459373,329,280,307,280,NAP1,NAP
1,1,4,1,1,4,1,1,4,1,1,1,1,1,2,2,2,3,4,1,1,1,0,0,1,1,3,2,0,1,1,1,1,1,1,4,1,1,1,3,3,2,3,3,3,41.3832,-73.1721,31.00001,9.945500374,10.84033298,30.38550758,907.7922363,28.1079998,-7.56799984,35.67599869,8.818666458,-1.45266664,21.01733398,-1.45266664,1242,116,87,8.206568718,337,290,298,290,NAP1,NAP
0,0,4,3,0,1,1,3,3,1,0,2,3,2,1,2,1,3,0,1,1,0,0,0,1,0,0,1,0,2,1,0,4,0,0,3,4,0,0,4,5,0,0,1,4,41.425,-73.45,131.7257644,9.876832962,11.40699959,30.95690346,929.7169189,28.57600021,-8.272000313,36.84799957,8.900666237,-1.841333389,21.17066574,-1.841333389,1230,116,82,8.528128624,328,274,312,274,NAP1,NAP
4,1,1,1,1,1,3,2,1,1,1,1,1,1,1,2,1,3,0,1,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,1,2,1,1,1,1,2,2,41.63,-72.30167,136.00001,9.122833252,10.98366642,30.7183876,905.0128784,27.11199951,-8.644000053,35.75600052,5.368000031,20.07466698,20.07466698,-2.226000071,1273,118,91,6.463276386,338,304,304,309,NAP1,NAP
1,1,1,0,0,3,1,3,1,2,2,2,0,1,1,1,2,2,2,2,1,1,1,2,1,1,1,1,2,3,1,1,2,2,1,3,2,3,1,2,0,1,2,3,2,41.6098,-71.9856,30.44664181,9.561166763,11.33233356,31.654562,899.1397705,27.56800079,-8.232000351,35.80000305,1.215333343,17.7840004,20.44733429,-1.641333461,1240,118,90,7.757964611,334,287,292,306,NPL2,NAP
3,3,3,1,1,2,1,1,1,1,1,1,1,1,1,0,4,0,0,3,2,0,0,0,2,1,1,1,0,0,1,1,1,1,1,0,2,1,4,3,5,3,2,2,2,42,-73.03667,320.5341999,8.220499992,11.76033306,31.17797661,943.137146,27.23200035,-10.48799992,37.72000122,12.74066639,-2.769999981,19.60733414,-3.677999973,1214,111,86,7.226855755,317,275,311,281,NAP1,NAP
1,1,0,0,0,4,0,1,0,0,4,1,1,1,2,0,0,0,0,3,1,0,0,0,2,1,1,2,0,1,0,1,1,0,0,0,0,5,5,3,5,1,1,0,0,41.88,-72.95834,123.2161372,8.809000015,11.79066658,31.42836952,937.2563477,27.79999924,-9.715999603,37.51599884,13.33933353,-2.069333315,20.16066742,-3.009333134,1193,108,84,7.073131561,312,271,302,278,NPL1,NAP
1,0,4,3,1,3,1,1,4,2,0,3,1,0,0,1,4,1,4,2,1,4,3,0,0,1,1,3,3,4,2,1,4,3,0,0,4,0,0,0,1,1,1,3,2,27.91,-82.16,17.74548844,22.34383392,11.80500031,50.48323822,454.324585,32.92399979,9.539999962,23.38399887,27.46199989,20.20000076,27.46199989,16.45733261,1283,202,46,56.44765091,582,171,582,200,CPL4,CPL
4,4,1,1,3,5,4,1,1,1,4,1,2,4,4,5,1,2,2,2,2,0,0,1,5,2,4,1,2,3,2,1,3,2,1,1,2,1,2,1,1,2,1,1,1,26.83889,-81.08639,4.250543136,22.99216652,12.08833313,53.96577454,397.2926331,33.30400085,10.90400028,22.40000153,27.36066628,19.17066574,27.50333405,17.88333321,1192,198,38,59.44675446,545,131,501,139,NAP2,CPL
5,0,0,3,2,3,3,1,0,0,0,0,5,1,0,1,3,1,0,0,0,1,1,0,2,1,1,1,2,0,0,0,0,0,0,1,2,0,1,0,0,0,5,0,0,28.88,-82.3,12.00001,21.3156662,12.57666588,49.56907654,504.5310059,33.17200089,7.800000191,25.37200165,27.08200073,18.90533257,27.08200073,14.82666683,1322,195,59,46.394207,556,188,556,232,CPL1,CPL
0,0,0,0,0,1,0,1,0,0,0,1,0,2,2,4,4,3,0,3,0,2,1,0,0,2,0,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,29.01,-82.63,8.00001,21.0739994,12.49733353,48.66563034,518.5115967,32.98799896,7.308000088,25.6799984,27,18.55066681,27,14.40266609,1400,218,62,47.58839035,592,200,592,261,CPL1,CPL
0,1,3,1,1,1,0,1,0,0,1,1,1,1,1,1,4,0,0,2,2,1,1,1,1,0,0,1,0,1,0,0,4,0,0,3,2,0,0,0,0,0,0,1,1,34.16,-84.07333,320.3811971,15.62466621,11.97066593,37.8339653,745.1766968,31.24799919,-0.39200002,31.63999939,7.715333462,20.90533257,24.62333298,6.177333355,1403,156,96,15.81805038,427,301,320,393,SAP1,SAP
0,0,0,0,0,5,1,5,0,0,1,2,2,5,2,0,4,0,0,1,4,0,0,0,4,0,0,0,0,2,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,34.7937,-83.5403,564.8321158,13.34866714,13.17266655,41.19032669,717.690918,29.20800018,-2.772000074,31.97999954,5.615333557,18.58333397,22.04133224,4.315999985,1752,181,124,10.31275845,491,400,417,464,SAP1,SAP
4,4,3,3,2,3,3,3,3,1,4,3,4,4,4,1,3,1,1,1,3,3,1,2,1,5,4,2,1,1,1,0,1,1,0,1,2,5,5,1,1,1,1,2,1,31.8368,-83.9346,74.76033062,18.58666611,12.74400043,41.93208694,681.7991333,33.2840004,2.89199996,30.3920002,11.350667,19.31466675,26.69333267,9.901333809,1206,132,51,24.07982635,371,208,350,347,CPL4,CPL
4,4,1,1,1,4,4,3,2,1,4,4,3,2,3,1,2,1,1,1,1,4,1,2,0,4,2,2,1,1,3,0,1,1,1,1,3,5,5,0,4,1,1,2,2,31.6026,-84.137,55.57030948,19.05533409,13.30733395,43.30122757,675.8656006,33.77199936,3.039999962,30.73199844,11.85266685,19.84599876,27.02999878,10.4246664,1286,147,58,24.74995041,399,228,373,362,CPL4,CPL
0,1,1,1,1,2,0,2,0,0,1,1,1,1,1,1,2,0,0,3,2,1,1,1,1,0,0,1,0,3,1,0,4,0,0,5,1,0,0,0,0,0,0,1,1,34.21,-82.48,150.4366083,16.03800011,13.44733334,40.4212265,761.0342407,32.65999985,-0.60800004,33.26800156,8.095999718,16.50399971,25.32666588,6.512666702,1208,129,84,14.42758465,364,269,297,333,SAP1,SAP
3,1,1,1,1,3,1,1,1,4,4,2,2,3,3,2,1,3,4,1,2,1,1,2,3,1,2,2,3,4,4,1,4,1,1,2,3,2,1,1,0,0,1,3,2,33.17972,-84.02028,180.226088,16.8390007,13.23466682,41.41009903,725.03302,32.55999756,0.600000024,31.95999718,9.159333229,17.5126667,25.60666656,7.687333107,1257,141,70,19.93017578,387,234,317,358,SAP4,SAP
1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,4,1,3,2,2,4,2,1,2,5,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,33.03278,-83.75528,133.00001,17.26550102,13.41166687,42.03230286,718.6213989,32.99200058,1.083999991,31.90800095,9.656000137,17.96666718,25.95266724,8.185333252,1223,135,70,20.13793945,380,226,313,357,SAP1,SAP
1,1,2,2,3,2,1,4,1,1,3,2,2,3,3,1,3,1,1,2,2,3,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,32.81972,-83.77055,108.1537659,17.78499985,13.3633337,41.86507797,719.6435547,33.36400223,1.444000006,31.92000198,10.1833334,18.44733429,26.45666695,8.675333023,1191,130,65,20.36798859,373,222,310,351,SAP1,SAP
1,3,1,1,2,1,1,4,3,4,3,1,4,4,2,1,4,2,3,3,1,1,1,3,1,3,3,4,2,2,1,1,2,1,0,3,3,4,5,2,0,4,5,4,2,33.3206,-83.8415,158.8462975,16.87949944,13.0116663,40.72764206,729.380188,32.65200043,0.703999996,31.94799995,9.156000137,17.53733253,25.70266724,7.671333313,1229,138,73,18.69769478,378,234,309,347,SAP3,SAP
1,1,0,0,0,5,1,4,0,0,1,1,1,4,1,1,1,0,0,3,1,0,0,0,2,0,0,0,0,2,0,0,3,0,0,0,0,1,1,1,0,0,0,1,1,34.7654,-83.4162,507.2638792,13.93350029,13.12366676,41.10394287,718.9261475,29.78800011,-2.139999866,31.9279995,6.225999832,19.12466621,22.6546669,4.883333206,1736,178,127,9.884947777,484,402,414,458,SAP1,SAP
3,1,0,0,0,5,1,3,0,0,1,1,0,2,1,1,1,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.7549,-83.5012,536.5278088,13.39583302,12.98433304,41.00143051,711.6913452,29.07999992,-2.588000059,31.66799927,5.736666679,18.5739994,22.0126667,4.42933321,1751,181,125,10.25086689,492,400,416,464,SAP1,SAP
0,0,5,0,3,3,1,2,0,0,2,3,2,2,2,0,5,0,0,1,1,0,0,1,4,0,0,0,0,4,0,0,4,0,0,1,3,0,0,0,0,0,0,2,2,34.958,-84.092,539.00001,13.4036665,13.55533314,41.2668457,746.633606,29.69199944,-3.155999899,32.84799957,5.386666775,14.17399979,22.4046669,3.981333256,1520,164,93,14.35534954,448,321,369,415,SAP1,SAP
1,1,1,1,1,2,1,4,1,2,2,3,2,3,2,1,4,1,1,1,2,2,2,3,2,2,1,2,3,1,4,1,1,1,4,1,2,1,1,1,1,1,1,1,1,33.1405,-83.2018,102.4094771,17.4015007,13.64033318,42.07382202,722.4274292,33.41600037,0.995999992,32.42000198,9.754666328,18.05466652,26.13933372,8.274000168,1171,130,72,17.77298355,361,234,306,328,SAP1,SAP
1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.90083,-83.65916,107.1524685,17.74200058,13.27600002,41.77470016,716.6800537,33.32400131,1.54400003,31.78000069,10.1746664,18.38400078,26.39333344,8.685333252,1190,131,67,19.8110714,372,226,308,348,SAP1,SAP
0,0,5,0,1,4,1,0,0,0,1,1,1,1,1,0,4,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,4,0,0,4,0,0,0,0,0,0,0,1,1,34.7144,-83.3519,268.5245919,14.71583366,13.07766628,40.65427017,727.250061,30.75200081,-1.416000009,32.16799927,6.958000183,15.38533306,23.55866623,5.57066679,1611,166,119,10.49483871,457,369,387,429,SAP1,SAP
0,0,5,0,1,4,1,0,0,0,1,1,1,1,1,0,4,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,4,0,0,4,0,0,0,0,0,0,0,1,1,34.6814,-83.3425,232.0945095,14.95650005,13.0170002,40.35528564,731.7287598,31.0359993,-1.220000029,32.25600052,7.185333252,15.58600044,23.85599899,5.748666763,1563,162,116,10.97933865,448,356,376,419,SAP1,SAP
3,5,4,1,2,4,4,5,5,3,5,5,5,5,5,1,5,0,3,4,1,5,4,1,0,5,3,5,5,3,3,1,3,3,1,2,5,5,2,5,1,0,3,3,3,41.7243,-91.5293,216.5273976,9.698666573,11.05666637,26.68887329,1097.023315,29.8920002,-11.53600025,41.4280014,22.65399933,-4.634666443,22.65399933,-4.634666443,912,115,27,43.14773941,338,98,338,98,TPL2,TPL
4,3,4,1,1,3,4,1,5,5,5,2,5,3,3,1,5,2,0,1,1,4,1,0,0,5,5,1,3,4,3,0,4,1,0,0,5,1,1,1,1,1,1,4,1,43.2636,-93.4217,357.1710409,7.377166748,11.33433342,25.9271965,1183.354614,28.40399933,-15.31200027,43.7159996,21.2033329,-8.069333076,21.2033329,-8.069333076,812,116,19,52.64859772,331,66,331,66,TPL1,TPL
4,3,4,1,1,3,4,1,5,5,5,2,5,3,3,1,5,2,0,1,1,4,1,0,0,5,5,1,3,4,3,0,4,1,0,0,5,1,1,1,1,1,1,4,1,41.1062,-94.3883,393.4758976,9.723833084,11.86900043,28.69403458,1090.323853,29.82799911,-11.53600025,41.36399841,20.53466606,-4.437999725,22.58733368,-4.437999725,881,112,23,48.26910782,335,78,324,78,TPL1,TPL
3,2,4,2,2,3,1,3,5,3,5,2,3,2,4,1,4,1,4,1,1,5,4,1,0,5,3,5,2,4,1,1,4,1,1,1,5,5,5,1,0,1,1,5,2,42.4102,-91.3635,273.5673064,8.37899971,11.77600002,27.78931618,1121.888062,28.85199928,-13.52400017,42.37599945,21.46066666,-6.31400013,21.46066666,-6.31400013,887,115,25,45.40680313,336,89,336,89,TPL1,TPL
2,1,1,1,1,2,1,1,5,3,3,2,1,2,3,4,1,5,1,1,0,4,1,0,0,4,3,3,3,4,1,1,3,2,2,1,4,1,1,0,0,0,0,3,1,42.2645,-92.3106,272.3670223,8.541999817,11.77666664,27.66034126,1132.148682,29.00399971,-13.5720005,42.57600021,19.80666733,-6.302000046,21.73266602,-6.302000046,878,115,24,46.23696518,333,83,333,83,TPL1,TPL
4,5,4,4,2,4,4,3,4,1,4,3,3,4,4,1,4,0,2,2,1,4,2,0,1,4,2,4,1,0,1,1,0,0,0,2,4,4,4,1,0,0,2,4,1,42.7267,-94.2293,328.1374305,7.996166706,11.70100021,26.52085114,1184.296997,29.22400093,-14.89599991,44.12000275,19.68066597,-7.513999939,21.78466606,-7.513999939,809,118,19,52.01909256,327,65,326,65,TPL2,TPL
4,4,1,1,2,3,4,1,4,5,4,4,4,3,4,1,4,1,5,1,1,4,3,0,0,4,4,4,3,4,2,0,3,1,1,2,4,2,2,1,0,0,2,4,4,41.4683,-93.9088,281.471376,9.659500122,11.89033318,28.4839344,1098.105225,29.87199974,-11.87199974,41.74399948,20.48933411,-4.624000072,22.59466553,-4.624000072,853,120,23,47.64908218,325,78,322,78,TPL1,TPL
5,4,1,1,3,4,5,4,5,4,5,2,3,3,4,1,3,1,4,1,0,5,4,1,0,5,5,4,3,1,2,0,2,1,1,2,5,5,5,0,0,0,3,4,1,42.4776,-91.9005,275.1924292,8.341500282,11.64166641,27.19253159,1136.348022,28.86800003,-13.94400024,42.81200027,21.56066704,-6.584666729,21.56066704,-6.584666729,878,113,24,46.15467834,334,85,334,85,TPL1,TPL
4,3,4,4,2,3,4,3,4,2,4,3,3,3,3,1,4,0,0,2,1,5,2,0,1,4,2,4,3,1,1,1,1,1,1,2,4,4,4,3,1,3,3,4,4,42.5186,-93.2591,329.5063484,8.152832985,11.60966682,26.86676598,1158.040771,29.11199951,-14.10000038,43.21199799,19.69466591,-6.996666908,21.69666672,-6.996666908,874,131,25,48.96268082,348,81,345,81,TPL2,TPL
3,2,0,0,0,3,3,2,5,1,5,3,4,1,1,0,4,0,5,0,0,5,3,0,0,5,2,1,0,1,1,0,1,0,0,1,5,0,0,0,0,0,0,5,5,41.2032,-91.9062,196.9900762,10.21666622,11.5880003,28.0255394,1087.937622,30.34399986,-11.00399971,41.34799957,20.97133255,-4.003333092,23.01133347,-4.003333092,914,113,27,41.88202286,327,98,322,98,TPL1,TPL
4,4,4,1,1,4,3,1,5,4,4,3,4,3,4,1,5,1,0,1,1,4,2,0,0,5,5,2,2,3,1,0,3,1,0,0,5,1,1,1,1,1,1,4,1,41.0481,-94.7534,353.1648438,9.813166618,12.2456665,29.23151588,1088.596558,30.14800072,-11.74400043,41.89200211,22.68933296,-4.326666832,22.68933296,-4.326666832,885,114,22,50.3800087,335,75,335,75,TPL1,TPL
1,1,2,2,1,2,1,2,5,3,5,4,4,4,4,1,4,4,3,1,1,5,5,1,0,4,3,3,1,4,1,1,4,1,1,1,4,1,1,1,1,1,1,5,2,41.7937,-91.5752,208.4804992,9.547166824,11.11966705,26.78663254,1101.203003,29.72800064,-11.7840004,41.51200104,22.50533295,-4.862666607,22.50533295,-4.862666607,908,116,27,43.48616409,337,97,337,97,TPL1,TPL
1,0,0,0,0,2,0,4,5,1,4,4,3,2,2,1,2,0,5,2,2,2,1,0,0,4,4,1,0,2,1,0,2,0,0,4,5,0,0,0,0,0,0,5,5,41.5243,-90.6821,217.5255734,9.73900032,11.10866642,27.26989937,1083.44751,29.52400017,-11.21199989,40.73600006,22.50866699,-4.393333435,22.50866699,-4.393333435,907,113,27,38.59684372,323,110,323,110,TPL1,TPL
1,2,1,0,1,1,1,0,3,1,1,2,2,1,1,3,0,3,1,0,0,3,2,1,0,1,2,2,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,2,40.6835,-91.9869,204.9108966,10.71816635,11.67700005,28.56688499,1059.394775,30.80800056,-10.06799984,40.87599945,22.25333405,-3.095333338,23.24066734,-3.095333338,946,119,28,39.06650162,334,110,318,110,TPL3,TPL
3,3,2,1,1,3,3,2,4,3,5,4,4,3,3,0,4,0,0,0,0,4,4,2,0,5,3,3,0,0,0,0,0,0,0,2,5,3,3,0,0,0,0,5,5,40.8321,-92.7212,248.3784668,10.29083347,11.49300003,28.11674309,1066.213989,30.20800018,-10.66800022,40.87599945,20.69466591,-3.598666668,22.91066551,-3.598666668,920,118,26,44.13796234,335,91,330,91,TPL1,TPL
2,3,0,0,0,2,3,2,4,3,3,1,2,2,2,3,0,4,3,0,0,4,4,2,0,3,3,3,0,1,0,0,1,0,0,1,4,1,2,1,0,0,0,3,3,40.8212,-92.5722,236.9260439,10.42983341,11.43299961,28.00832939,1063.677246,30.35199928,-10.46799946,40.81999969,22.02066612,-3.430000067,23.02666664,-3.430000067,919,117,25,44.14818192,336,91,329,91,TPL3,TPL
4,3,4,1,1,2,4,1,5,5,3,5,3,5,5,0,5,1,0,1,1,4,4,0,1,5,5,2,3,3,3,1,3,2,0,0,5,1,1,1,1,1,1,5,1,40.7482,-93.7785,311.7995857,10.25500011,11.87866688,28.86253929,1068.840698,30.40799904,-10.74800014,41.15599823,20.70533371,-3.594000101,22.95466614,-3.594000101,910,112,24,46.05855179,330,83,327,83,TPL1,TPL
4,2,4,5,2,3,4,4,5,3,5,5,5,5,4,3,3,4,5,1,1,5,4,3,0,5,3,5,4,3,3,1,3,1,1,1,5,0,0,0,0,0,0,5,5,42.2603,-90.4221,185.0169006,8.734833717,11.24499989,27.07811737,1096.416504,28.93199921,-12.59599972,41.52799988,21.67000008,-5.557999611,21.67000008,-5.557999611,866,109,28,39.83781815,307,99,307,99,UMW1,UMW
3,1,4,5,2,3,4,3,5,3,5,5,5,5,5,3,3,4,4,3,1,5,4,3,1,5,3,5,4,3,2,1,3,1,1,1,5,1,1,1,1,1,1,5,5,41.8972,-90.1547,177.3350722,9.200666428,11.0539999,26.80147362,1092.687134,29.15999985,-12.08400059,41.24399948,22.05066681,-5.062666893,22.05066681,-5.062666893,923,116,35,36.09157944,321,121,321,121,TPL2,TPL
4,3,5,5,2,4,3,5,5,3,5,4,5,4,4,3,3,4,5,1,1,5,4,3,0,5,4,5,5,3,5,0,3,1,5,2,5,0,0,0,0,0,0,5,5,41.5741,-90.4003,175.00001,9.901666641,10.60133362,26.11937714,1085.522949,29.67200089,-10.91599941,40.58800125,22.76733398,-4.192666531,22.76733398,-4.192666531,933,111,30,36.51207733,327,118,327,118,TPL2,TPL
3,3,4,4,1,2,3,5,5,2,4,3,3,4,3,3,3,1,4,1,3,4,1,1,0,5,3,5,3,2,3,0,2,0,3,3,5,0,0,0,0,0,0,5,5,41.5183,-90.5638,171.6930966,10.38433361,10.99933338,26.56843758,1100.304565,30.63999939,-10.76000023,41.40000153,23.45133209,-3.871333361,23.45133209,-3.871333361,914,116,28,38.28264999,326,113,326,113,TPL2,TPL
1,1,3,3,1,4,2,4,4,2,5,4,5,2,3,0,4,3,4,1,1,5,4,1,0,5,4,2,2,2,2,1,1,1,1,3,4,2,2,4,2,3,3,5,5,41.425,-91.0102,166.2745529,10.17416668,11.28366661,27.37159538,1087.768433,30.26399994,-10.96000004,41.22399902,23.01733398,-3.981333256,23.01733398,-3.981333256,905,107,27,38.00705338,315,107,315,107,TPL2,TPL
1,1,4,4,2,3,1,5,4,1,5,4,3,2,3,0,5,2,3,2,1,5,5,2,0,5,4,2,1,1,2,1,1,1,1,4,5,1,1,3,1,4,2,4,4,41.1917,-91.0568,166.7115985,10.36999989,11.25533295,27.74436188,1072.066772,30.12400055,-10.44400024,40.56800079,21.84199905,-3.625333309,22.97599983,-3.625333309,881,104,28,37.18473434,304,106,298,106,TPL2,TPL
0,1,5,5,1,3,1,4,3,1,5,4,3,2,2,0,5,1,3,2,1,5,5,1,1,5,4,2,1,1,1,1,1,3,2,3,4,2,2,3,2,3,2,4,4,40.8816,-91.024,161.00001,10.65216637,11.23766708,27.83254242,1064.202759,30.31199837,-10.06400013,40.37599945,21.14933395,-3.203999996,23.17733383,-3.203999996,900,102,31,35.50194168,300,114,296,114,TPL2,TPL
4,4,4,4,4,4,3,5,5,1,5,5,5,5,5,1,5,1,4,1,1,5,5,1,1,5,2,4,1,1,1,1,1,1,1,3,5,2,2,4,1,1,4,5,3,42.2446,-91.172,245.5866412,8.731499672,11.96899986,28.10680008,1121.795288,29.36400032,-13.22000027,42.58399963,21.82933426,-5.962666988,21.82933426,-5.962666988,878,115,27,43.09560394,325,95,325,95,TPL2,TPL
4,4,4,4,4,4,3,5,5,1,5,5,5,5,5,1,5,1,4,1,1,5,5,1,1,5,2,4,1,1,1,1,1,1,1,3,5,2,2,4,1,1,4,5,3,41.0233,-92.4281,197.2825592,10.62300014,11.48066711,27.83866882,1079.574341,30.83200073,-10.40799999,41.24000168,22.35733414,-3.39533329,23.44333267,-3.39533329,900,118,24,45.13613129,332,87,325,87,TPL2,TPL
2,2,1,1,1,3,1,2,3,3,2,4,3,4,3,4,1,5,2,2,2,3,1,0,1,2,2,3,1,3,1,1,3,1,0,1,3,1,1,1,1,1,1,1,1,42.1257,-91.8104,244.5058272,8.949333191,11.47200012,27.25717545,1111.507813,29.35599899,-12.73200035,42.08799744,21.97133255,-5.609333515,21.97133255,-5.609333515,868,114,25,45.89579391,328,86,328,86,TPL1,TPL
1,1,3,3,2,3,2,2,4,2,4,5,5,5,5,0,4,0,4,0,0,4,3,2,5,4,3,2,0,0,0,0,0,0,0,1,5,3,1,4,1,1,1,5,5,40.82833,-92.87667,274.7118147,10.20899963,11.5253334,28.02580833,1072.85022,30.20400047,-10.92000008,41.12400055,20.68533325,-3.702000141,22.92533302,-3.702000141,918,117,27,43.2192421,335,93,329,93,TPL2,TPL
4,3,3,3,3,4,4,4,3,3,4,5,4,4,4,4,0,5,1,3,0,2,2,4,1,4,3,3,3,3,3,1,3,3,1,3,3,2,3,2,1,3,2,3,2,41.3695,-92.9803,227.2227751,9.998332977,11.40733337,27.49550056,1094.035278,30.18799973,-11.30000019,41.48799896,20.77933311,-4.211333275,22.94466591,-4.211333275,973,111,46,28.73802376,328,149,315,149,CPL2,TPL
3,3,3,3,3,2,2,4,5,3,5,5,5,4,4,1,5,2,2,2,0,5,5,0,0,4,4,5,3,3,4,1,3,2,0,3,5,3,4,4,1,4,5,5,5,41.42,-93.0277,256.3205518,9.804666519,11.43533325,27.5762825,1098.020264,29.94799995,-11.52000046,41.46800232,20.65066719,-4.474666595,22.76866722,-4.474666595,951,113,42,31.26403236,326,137,315,137,TPL2,TPL
